StudentCode,StudentName,UcCode,ClassCode
202061017,Amilcar,L.EIC023,3LEIC14
202077677,Jose Claudio,L.EIC023,3LEIC04
202058977,Marcelo,L.EIC023,3LEIC09
202058552,Jeremias,L.EIC023,3LEIC03
202078357,Manuel Isaias,L.EIC023,3LEIC13
202059402,Saul,L.EIC023,3LEIC14
202062207,Joao Luis,L.EIC023,3LEIC07
202060422,Horacio,L.EIC023,3LEIC02
202078697,Jose Abilio,L.EIC023,3LEIC08
202079547,Manuel Firmino,L.EIC023,3LEIC04
201960762,Gustavo Joao,L.EIC023,3LEIC08
202063397,Jose Augusto,L.EIC023,3LEIC06
202057107,Manuel Sergio,L.EIC023,3LEIC05
202057277,Manuel Fernando,L.EIC023,3LEIC11
202079207,Manuel Teofilo,L.EIC023,3LEIC11
202063737,Joao Fernando,L.EIC023,3LEIC13
202028377,Gloria,L.EIC023,3LEIC10
202028122,Tatiana,L.EIC023,3LEIC11
202074702,Raimundo,L.EIC023,3LEIC08
202078782,Jaime,L.EIC023,3LEIC10
202035347,Gustavo,L.EIC023,3LEIC14
202078442,Jose Narciso,L.EIC023,3LEIC09
202066797,Jose Santiago,L.EIC023,3LEIC09
202061697,Manuel Caetano,L.EIC023,3LEIC11
202060592,Norberto,L.EIC023,3LEIC08
202055577,Galileu,L.EIC023,3LEIC10
202061527,Jose Edgar,L.EIC023,3LEIC07
202053452,Manuel Carlos,L.EIC023,3LEIC10
202064927,Jose Alexandre,L.EIC023,3LEIC07
202065012,Gervasio,L.EIC023,3LEIC12
202065097,Manuel Francisco,L.EIC023,3LEIC10
202074107,Manuel Alfredo,L.EIC023,3LEIC07
202063567,Justo,L.EIC023,3LEIC14
202055322,Manuel Eduardo,L.EIC023,3LEIC13
202054472,Jose Amadeu,L.EIC023,3LEIC10
202055152,Manuel Vasco,L.EIC023,3LEIC11
202062547,Jose Pedro,L.EIC023,3LEIC11
202073852,Anacleto,L.EIC023,3LEIC09
202072067,Quaresma,L.EIC023,3LEIC06
202070537,Jose Frederico,L.EIC023,3LEIC01
202064247,Manuel Filipe,L.EIC023,3LEIC03
202070452,Manuel Frederico,L.EIC023,3LEIC08
202060677,Manuel Olavo,L.EIC023,3LEIC01
202071472,Jose Nicolau,L.EIC023,3LEIC07
202071302,Fernao,L.EIC023,3LEIC02
202064502,Manuel Gabriel,L.EIC023,3LEIC10
202075297,Manuel Cesar,L.EIC023,3LEIC05
202076317,Manuel Anacleto,L.EIC023,3LEIC06
202076827,Manuel Jesus,L.EIC023,3LEIC03
202077507,Manuel Nelmo,L.EIC023,3LEIC02
202057702,Manuel Duarte,L.EIC023,3LEIC13
202065352,Jose Gilberto,L.EIC023,3LEIC10
202070792,Manuel Zacarias,L.EIC023,3LEIC06
202070707,Leonel,L.EIC023,3LEIC06
202071642,Manuel Bernardo,L.EIC023,3LEIC02
202043252,Bento,L.EIC023,3LEIC12
202047332,Jose Benjamim,L.EIC023,3LEIC12
202061952,Narciso,L.EIC023,3LEIC03
202065267,Manuel Gilberto,L.EIC023,3LEIC12
202069772,Manuel Placido,L.EIC023,3LEIC01
202071812,Gregorio,L.EIC023,3LEIC12
202071727,Jose Bernardo,L.EIC023,3LEIC06
202072322,Amandio,L.EIC023,3LEIC12
202044272,Jose Gil,L.EIC023,3LEIC11
202072577,Romulo,L.EIC023,3LEIC10
202073087,Manuel Isac,L.EIC023,3LEIC11
202067137,Manuel Simao,L.EIC023,3LEIC04
202067052,Armindo,L.EIC023,3LEIC12
202066882,Manuel Ricardo,L.EIC023,3LEIC12
202067562,Laureano,L.EIC023,3LEIC06
202031947,Erica,L.EIC023,3LEIC08
202056597,Jose Anselmo,L.EIC023,3LEIC03
202073427,Jose Telmo,L.EIC023,3LEIC14
202073597,Adriano,L.EIC023,3LEIC05
202073767,Venancio,L.EIC023,3LEIC06
202072237,Pascoal,L.EIC023,3LEIC06
202063057,Jose Ricardo,L.EIC023,3LEIC04
202066202,Manuel Nicolau,L.EIC023,3LEIC05
202066032,Manuel Joaquim,L.EIC023,3LEIC01
202066372,Manuel Pedro,L.EIC023,3LEIC04
202066967,Nelmo,L.EIC023,3LEIC02
202067307,Manuel Baltasar,L.EIC023,3LEIC12
202067222,Jose Simao,L.EIC023,3LEIC14
202057362,Jose Fernando,L.EIC023,3LEIC03
202071047,Manuel Narciso,L.EIC023,3LEIC04
202068412,Jose Arnaldo,L.EIC023,3LEIC14
202068837,Jose Gustavo,L.EIC023,3LEIC03
202076402,Sancho,L.EIC023,3LEIC02
202076742,Manuel Leopoldo,L.EIC023,3LEIC03
202077592,Manuel Claudio,L.EIC023,3LEIC01
202041042,Vitor,L.EIC023,3LEIC13
202059827,Arnaldo,L.EIC023,3LEIC03
202069432,Jose Sebastiao,L.EIC023,3LEIC12
202071132,Manuel Godofredo,L.EIC023,3LEIC07
202068497,Manuel Emilio,L.EIC023,3LEIC09
202068327,Jacinto,L.EIC023,3LEIC05
202073172,Jose Isac,L.EIC023,3LEIC10
202072917,Germano,L.EIC023,3LEIC13
202062037,Joao Rodrigo,L.EIC023,3LEIC13
202075552,Jose Artur,L.EIC023,3LEIC03
202076147,Manuel Camilo,L.EIC023,3LEIC05
202077252,Manuel Tome,L.EIC023,3LEIC06
202065947,Jose Inacio,L.EIC023,3LEIC13
202065777,Jose Guilherme,L.EIC023,3LEIC07
202065692,Manuel Evandro,L.EIC023,3LEIC05
202055492,Jose Eduardo,L.EIC023,3LEIC10
202060252,Jeronimo,L.EIC023,3LEIC14
202070622,Jose Tristao,L.EIC023,3LEIC01
201964162,Jose Leopoldo,L.EIC023,3LEIC14
202024977,Angelina,L.EIC023,3LEIC13
202061187,Eurico,L.EIC023,3LEIC03
202075637,Manuel Hugo,L.EIC023,3LEIC02
202034582,Goncalo,L.EIC023,3LEIC07
202058467,Gilberto,L.EIC023,3LEIC14
202058807,Eugenio,L.EIC023,3LEIC07
202057447,Armando,L.EIC023,3LEIC08
202073512,Manuel Elias,L.EIC023,3LEIC09
202061612,Aristides,L.EIC023,3LEIC11
202062887,Antonio Luis,L.EIC023,3LEIC08
202074872,Jose Armindo,L.EIC023,3LEIC09
202075042,Eliseu,L.EIC023,3LEIC12
202066287,Mauro,L.EIC023,3LEIC04
202067987,Reinaldo,L.EIC023,3LEIC06
202067647,Manuel Dinis,L.EIC023,3LEIC04
202067902,Matias,L.EIC023,3LEIC12
202063907,Jose Baltazar,L.EIC023,3LEIC07
202074532,Jose Bartolomeu,L.EIC023,3LEIC01
202074447,Manuel Bartolomeu,L.EIC023,3LEIC01
202074192,Jose Alfredo,L.EIC023,3LEIC05
202062802,Jose Gastao,L.EIC023,3LEIC04
202069347,Manuel Sebastiao,L.EIC023,3LEIC01
202070027,Manuel Armindo,L.EIC023,3LEIC01
202070282,Manuel Alvaro,L.EIC023,3LEIC12
202070367,Jose Alvaro,L.EIC023,3LEIC11
202061102,Alfredo,L.EIC023,3LEIC14
202056342,Jose Godofredo,L.EIC023,3LEIC14
202075722,Jose Hugo,L.EIC023,3LEIC07
202076912,Jose Jesus,L.EIC023,3LEIC11
202077422,Manuel Hilario,L.EIC023,3LEIC10
202077337,Jose Tome,L.EIC023,3LEIC03
202031862,Marisa,L.EIC023,3LEIC05
202070112,Ramiro,L.EIC023,3LEIC05
202056257,Jose Humberto,L.EIC023,3LEIC06
202056172,Manuel Humberto,L.EIC023,3LEIC08
202076487,Maciel,L.EIC023,3LEIC04
202065522,Jose Henrique,L.EIC023,3LEIC02
202069857,Gustavo Manuel,L.EIC023,3LEIC04
202071982,Jose Elias,L.EIC023,3LEIC06
202062972,Manuel Matias,L.EIC023,3LEIC08
202072492,Jacome,L.EIC023,3LEIC03
202064672,Manuel Eurico,L.EIC023,3LEIC09
202072747,Manuel Gil,L.EIC023,3LEIC04
202067392,Jose Helio,L.EIC023,3LEIC04
202057617,Jose Hernani,L.EIC023,3LEIC12
202069262,Jose Fabio,L.EIC023,3LEIC05
202069092,Manuel Fabio,L.EIC023,3LEIC01
202074957,Valter,L.EIC023,3LEIC06
202066117,Gastao,L.EIC023,3LEIC13
202071387,Maurilio,L.EIC023,3LEIC14
202068072,Manuel Valentino,L.EIC023,3LEIC01
202067817,Manuel Anastacio,L.EIC023,3LEIC03
202068582,Emilio,L.EIC023,3LEIC05
202074362,Melchior,L.EIC023,3LEIC12
202074787,Jose Laureano,L.EIC023,3LEIC01
202070962,Jose Hilario,L.EIC023,3LEIC03
202068667,Jose Emilio,L.EIC023,3LEIC02
202075382,Jose Cesar,L.EIC023,3LEIC08
202075467,Manuel Artur,L.EIC023,3LEIC07
202076657,Camilo,L.EIC023,3LEIC07
202075977,Manuel Rodolfo,L.EIC023,3LEIC03
202062292,Joao Tiago,L.EIC023,3LEIC05
202077082,Manuel Lucas,L.EIC023,3LEIC03
202027272,Andreia,L.EIC023,3LEIC08
202074022,Jose Heitor,L.EIC023,3LEIC07
202073937,Manuel Augusto,L.EIC023,3LEIC06
202065862,Manuel Inacio,L.EIC023,3LEIC05
202065607,Manuel Guilherme,L.EIC023,3LEIC06
202069687,Jose Mauro,L.EIC023,3LEIC01
202069517,Ramires,L.EIC023,3LEIC07
202069942,Estevao,L.EIC023,3LEIC05
202060337,Marcelino,L.EIC023,3LEIC04
202064587,Manuel Tadeu,L.EIC023,3LEIC02
202076232,Jose Camilo,L.EIC023,3LEIC02
202065437,Manuel Henrique,L.EIC023,3LEIC10
202069602,Jose Vasco,L.EIC023,3LEIC06
202070197,Josue,L.EIC023,3LEIC11
202060082,Anselmo,L.EIC023,3LEIC07
202071897,Jose Caetano,L.EIC023,3LEIC03
202072152,Jose silvestre,L.EIC023,3LEIC14
202072407,Jesualdo,L.EIC023,3LEIC09
202073257,Hilario,L.EIC023,3LEIC06
202072832,Manuel Silvestre,L.EIC023,3LEIC05
202074617,Bartolomeu,L.EIC023,3LEIC12
202075127,Manuel Gaspar,L.EIC023,3LEIC05
202066627,Jose Serafim,L.EIC023,3LEIC12
202066457,Jose Maximiano,L.EIC023,3LEIC01
202058722,Jose Eliseu,L.EIC023,3LEIC03
202069177,Diamantino,L.EIC023,3LEIC02
202073342,Manuel Telmo,L.EIC023,3LEIC06
202075212,Jose Gaspar,L.EIC023,3LEIC01
202071217,Jose Joel,L.EIC023,3LEIC07
202068157,Jose Eurico,L.EIC023,3LEIC09
202074277,Evandro,L.EIC023,3LEIC01
202068242,Manuel Nilton,L.EIC023,3LEIC07
202067732,Jose Dinis,L.EIC023,3LEIC01
202062632,Jose Manuel,L.EIC023,3LEIC10
202070877,Jose Zacarias,L.EIC023,3LEIC14
202059232,Angelico,L.EIC023,3LEIC08
202054642,Jose Nelson,L.EIC023,3LEIC08
202076062,Jose Rodolfo,L.EIC023,3LEIC04
202075892,Jose Alcino,L.EIC023,3LEIC13
202047162,Manuel Benjamin,L.EIC023,3LEIC10
202041467,Altino,L.EIC023,3LEIC04
202041382,Sergio,L.EIC023,3LEIC09
202064332,Jose Filipe,L.EIC023,3LEIC08
202060507,Alipio,L.EIC023,3LEIC06
202071557,Ludovico,L.EIC022,3LEIC02
202040617,Abilio,L.EIC022,3LEIC08
202066542,Manuel Serafim,L.EIC022,3LEIC08
202041552,Igor,L.EIC022,3LEIC12
202058297,Jose Diogo,L.EIC022,3LEIC07
202024212,Valentina,L.EIC022,3LEIC14
202056512,Humberto,L.EIC022,3LEIC02
202026252,Dulce,L.EIC022,3LEIC10
202038832,Oceano,L.EIC022,3LEIC08
202041637,Manuel Eliseu,L.EIC022,3LEIC04
202055917,Manuel Lucio,L.EIC022,3LEIC12
202027102,Amelia,L.EIC022,3LEIC09
202077167,Jose Lucas,L.EIC022,3LEIC10
202055237,Jose Nelmo,L.EIC022,3LEIC14
202038917,Baltazar,L.EIC022,3LEIC08
202060847,Manuel Marcelino,L.EIC022,3LEIC04
202060932,Flavio,L.EIC022,3LEIC12
202063482,Joao Ricardo,L.EIC022,3LEIC12
202077762,Manuel Flavio,L.EIC022,3LEIC03
202068752,Manuel Gustavo,L.EIC022,3LEIC08
202076997,Alcino,L.EIC022,3LEIC06
202075807,Manuel Alcino,L.EIC022,3LEIC03
202076572,Manuel Tristao,L.EIC022,3LEIC05
202063992,Jose Rafael,L.EIC022,3LEIC10
202072662,Benjamim,L.EIC022,3LEIC09
202077677,Jose Claudio,L.EIC022,3LEIC07
202059402,Saul,L.EIC022,3LEIC09
202074702,Raimundo,L.EIC022,3LEIC14
202060592,Norberto,L.EIC022,3LEIC12
202061527,Jose Edgar,L.EIC022,3LEIC03
202053452,Manuel Carlos,L.EIC022,3LEIC10
202064927,Jose Alexandre,L.EIC022,3LEIC07
202065012,Gervasio,L.EIC022,3LEIC14
202065097,Manuel Francisco,L.EIC022,3LEIC14
202074107,Manuel Alfredo,L.EIC022,3LEIC07
202063567,Justo,L.EIC022,3LEIC10
202055322,Manuel Eduardo,L.EIC022,3LEIC12
202062547,Jose Pedro,L.EIC022,3LEIC10
202072067,Quaresma,L.EIC022,3LEIC05
202070537,Jose Frederico,L.EIC022,3LEIC04
202064247,Manuel Filipe,L.EIC022,3LEIC03
202070452,Manuel Frederico,L.EIC022,3LEIC14
202060677,Manuel Olavo,L.EIC022,3LEIC01
202071472,Jose Nicolau,L.EIC022,3LEIC07
202071302,Fernao,L.EIC022,3LEIC02
202064502,Manuel Gabriel,L.EIC022,3LEIC10
202075297,Manuel Cesar,L.EIC022,3LEIC05
202076317,Manuel Anacleto,L.EIC022,3LEIC06
202076827,Manuel Jesus,L.EIC022,3LEIC05
202077507,Manuel Nelmo,L.EIC022,3LEIC02
202065352,Jose Gilberto,L.EIC022,3LEIC10
202070792,Manuel Zacarias,L.EIC022,3LEIC06
202070707,Leonel,L.EIC022,3LEIC06
202071642,Manuel Bernardo,L.EIC022,3LEIC02
202043252,Bento,L.EIC022,3LEIC10
202061952,Narciso,L.EIC022,3LEIC04
202065182,Jose Francisco,L.EIC022,3LEIC09
202065267,Manuel Gilberto,L.EIC022,3LEIC08
202069772,Manuel Placido,L.EIC022,3LEIC04
202071812,Gregorio,L.EIC022,3LEIC09
202071727,Jose Bernardo,L.EIC022,3LEIC06
202072322,Amandio,L.EIC022,3LEIC09
202044272,Jose Gil,L.EIC022,3LEIC10
202072577,Romulo,L.EIC022,3LEIC09
202073087,Manuel Isac,L.EIC022,3LEIC12
202067137,Manuel Simao,L.EIC022,3LEIC02
202067052,Armindo,L.EIC022,3LEIC09
202066882,Manuel Ricardo,L.EIC022,3LEIC08
202067562,Laureano,L.EIC022,3LEIC06
202031947,Erica,L.EIC022,3LEIC14
202056597,Jose Anselmo,L.EIC022,3LEIC03
202073427,Jose Telmo,L.EIC022,3LEIC12
202073597,Adriano,L.EIC022,3LEIC05
202073767,Venancio,L.EIC022,3LEIC02
202072237,Pascoal,L.EIC022,3LEIC06
202063057,Jose Ricardo,L.EIC022,3LEIC07
202066202,Manuel Nicolau,L.EIC022,3LEIC01
202066032,Manuel Joaquim,L.EIC022,3LEIC01
202066372,Manuel Pedro,L.EIC022,3LEIC05
202066967,Nelmo,L.EIC022,3LEIC02
202067307,Manuel Baltasar,L.EIC022,3LEIC09
202067222,Jose Simao,L.EIC022,3LEIC08
202054982,Manuel Valter,L.EIC022,3LEIC12
202057362,Jose Fernando,L.EIC022,3LEIC04
202071047,Manuel Narciso,L.EIC022,3LEIC07
202068412,Jose Arnaldo,L.EIC022,3LEIC08
202068837,Jose Gustavo,L.EIC022,3LEIC03
202076402,Sancho,L.EIC022,3LEIC02
202076742,Manuel Leopoldo,L.EIC022,3LEIC03
202077592,Manuel Claudio,L.EIC022,3LEIC01
202040957,Lucas,L.EIC022,3LEIC07
202041042,Vitor,L.EIC022,3LEIC10
202059827,Arnaldo,L.EIC022,3LEIC05
202069432,Jose Sebastiao,L.EIC022,3LEIC08
202071132,Manuel Godofredo,L.EIC022,3LEIC06
202068497,Manuel Emilio,L.EIC022,3LEIC09
202068327,Jacinto,L.EIC022,3LEIC01
202073172,Jose Isac,L.EIC022,3LEIC14
202072917,Germano,L.EIC022,3LEIC12
202062037,Joao Rodrigo,L.EIC022,3LEIC08
202075552,Jose Artur,L.EIC022,3LEIC03
202076147,Manuel Camilo,L.EIC022,3LEIC01
202077252,Manuel Tome,L.EIC022,3LEIC06
202035007,Rafael,L.EIC022,3LEIC12
202065947,Jose Inacio,L.EIC022,3LEIC10
202065777,Jose Guilherme,L.EIC022,3LEIC03
202065692,Manuel Evandro,L.EIC022,3LEIC06
202060252,Jeronimo,L.EIC022,3LEIC12
202070622,Jose Tristao,L.EIC022,3LEIC04
201964162,Jose Leopoldo,L.EIC022,3LEIC14
202024977,Angelina,L.EIC022,3LEIC12
202061187,Eurico,L.EIC022,3LEIC05
202075637,Manuel Hugo,L.EIC022,3LEIC02
202034582,Goncalo,L.EIC022,3LEIC07
202053027,Hercules,L.EIC022,3LEIC04
202058467,Gilberto,L.EIC022,3LEIC14
202058807,Eugenio,L.EIC022,3LEIC03
202057447,Armando,L.EIC022,3LEIC12
202073512,Manuel Elias,L.EIC022,3LEIC09
202061612,Aristides,L.EIC022,3LEIC08
202062887,Antonio Luis,L.EIC022,3LEIC10
202063227,Aramis,L.EIC022,3LEIC14
202074872,Jose Armindo,L.EIC022,3LEIC14
202075042,Eliseu,L.EIC022,3LEIC14
202066287,Mauro,L.EIC022,3LEIC04
202067987,Reinaldo,L.EIC022,3LEIC06
202067647,Manuel Dinis,L.EIC022,3LEIC06
202067902,Matias,L.EIC022,3LEIC09
202055407,Manuel Edgar,L.EIC022,3LEIC10
202063907,Jose Baltazar,L.EIC022,3LEIC05
202074532,Jose Bartolomeu,L.EIC022,3LEIC01
202074447,Manuel Bartolomeu,L.EIC022,3LEIC01
202074192,Jose Alfredo,L.EIC022,3LEIC06
202062802,Jose Gastao,L.EIC022,3LEIC07
202069347,Manuel Sebastiao,L.EIC022,3LEIC01
202070027,Manuel Armindo,L.EIC022,3LEIC04
202070282,Manuel Alvaro,L.EIC022,3LEIC08
202070367,Jose Alvaro,L.EIC022,3LEIC08
202040277,Edgar,L.EIC022,3LEIC03
202061102,Alfredo,L.EIC022,3LEIC14
202056342,Jose Godofredo,L.EIC022,3LEIC14
202075722,Jose Hugo,L.EIC022,3LEIC03
202076912,Jose Jesus,L.EIC022,3LEIC12
202077422,Manuel Hilario,L.EIC022,3LEIC09
202077337,Jose Tome,L.EIC022,3LEIC03
202034752,Guilherme,L.EIC022,3LEIC04
202070112,Ramiro,L.EIC022,3LEIC05
202056257,Jose Humberto,L.EIC022,3LEIC05
202056172,Manuel Humberto,L.EIC022,3LEIC10
202076487,Maciel,L.EIC022,3LEIC04
202065522,Jose Henrique,L.EIC022,3LEIC02
202069857,Gustavo Manuel,L.EIC022,3LEIC04
202071982,Jose Elias,L.EIC022,3LEIC07
202062972,Manuel Matias,L.EIC022,3LEIC10
202072492,Jacome,L.EIC022,3LEIC03
202072747,Manuel Gil,L.EIC022,3LEIC04
202067392,Jose Helio,L.EIC022,3LEIC02
202057617,Jose Hernani,L.EIC022,3LEIC09
202069262,Jose Fabio,L.EIC022,3LEIC05
202069092,Manuel Fabio,L.EIC022,3LEIC01
202074957,Valter,L.EIC022,3LEIC06
202066117,Gastao,L.EIC022,3LEIC12
202071387,Maurilio,L.EIC022,3LEIC08
202068072,Manuel Valentino,L.EIC022,3LEIC04
202067817,Manuel Anastacio,L.EIC022,3LEIC07
202068582,Emilio,L.EIC022,3LEIC02
202074362,Melchior,L.EIC022,3LEIC12
202074787,Jose Laureano,L.EIC022,3LEIC01
202070962,Jose Hilario,L.EIC022,3LEIC03
202068667,Jose Emilio,L.EIC022,3LEIC02
202075382,Jose Cesar,L.EIC022,3LEIC09
202075467,Manuel Artur,L.EIC022,3LEIC07
202076657,Camilo,L.EIC022,3LEIC06
202075977,Manuel Rodolfo,L.EIC022,3LEIC03
202062292,Joao Tiago,L.EIC022,3LEIC05
202077082,Manuel Lucas,L.EIC022,3LEIC03
202027272,Andreia,L.EIC022,3LEIC08
202074022,Jose Heitor,L.EIC022,3LEIC07
202073937,Manuel Augusto,L.EIC022,3LEIC03
202065862,Manuel Inacio,L.EIC022,3LEIC05
202065607,Manuel Guilherme,L.EIC022,3LEIC06
202069687,Jose Mauro,L.EIC022,3LEIC01
202069517,Ramires,L.EIC022,3LEIC03
202041127,Romeu,L.EIC022,3LEIC08
202069942,Estevao,L.EIC022,3LEIC05
202060337,Marcelino,L.EIC022,3LEIC07
202064587,Manuel Tadeu,L.EIC022,3LEIC02
202076232,Jose Camilo,L.EIC022,3LEIC02
202065437,Manuel Henrique,L.EIC022,3LEIC09
202069602,Jose Vasco,L.EIC022,3LEIC06
202070197,Josue,L.EIC022,3LEIC10
202060082,Anselmo,L.EIC022,3LEIC05
202071897,Jose Caetano,L.EIC022,3LEIC03
202072152,Jose silvestre,L.EIC022,3LEIC08
202072407,Jesualdo,L.EIC022,3LEIC09
202073257,Hilario,L.EIC022,3LEIC06
202072832,Manuel Silvestre,L.EIC022,3LEIC06
202074617,Bartolomeu,L.EIC022,3LEIC09
202075127,Manuel Gaspar,L.EIC022,3LEIC05
202035432,Jose Daniel,L.EIC022,3LEIC04
202066627,Jose Serafim,L.EIC022,3LEIC09
202066457,Jose Maximiano,L.EIC022,3LEIC01
202058722,Jose Eliseu,L.EIC022,3LEIC05
202069177,Diamantino,L.EIC022,3LEIC02
202073342,Manuel Telmo,L.EIC022,3LEIC06
202075212,Jose Gaspar,L.EIC022,3LEIC04
202071217,Jose Joel,L.EIC022,3LEIC06
202068157,Jose Eurico,L.EIC022,3LEIC09
202040192,Ivo,L.EIC022,3LEIC10
202056852,Jardel,L.EIC022,3LEIC12
202074277,Evandro,L.EIC022,3LEIC01
202062717,Inacio,L.EIC022,3LEIC08
202068242,Manuel Nilton,L.EIC022,3LEIC05
202067732,Jose Dinis,L.EIC022,3LEIC04
202062632,Jose Manuel,L.EIC022,3LEIC14
202070877,Jose Zacarias,L.EIC022,3LEIC12
202059232,Angelico,L.EIC022,3LEIC14
202054642,Jose Nelson,L.EIC022,3LEIC10
202076062,Jose Rodolfo,L.EIC022,3LEIC04
202075892,Jose Alcino,L.EIC022,3LEIC12
202047162,Manuel Benjamin,L.EIC022,3LEIC14
202041467,Altino,L.EIC022,3LEIC02
202064332,Jose Filipe,L.EIC022,3LEIC10
202071557,Ludovico,L.EIC021,3LEIC10
202040617,Abilio,L.EIC021,3LEIC12
202066542,Manuel Serafim,L.EIC021,3LEIC11
202054812,Manuel Mauro,L.EIC021,3LEIC14
202041552,Igor,L.EIC021,3LEIC10
202024212,Valentina,L.EIC021,3LEIC09
202068922,Jose Pascoal,L.EIC021,3LEIC04
202046227,Caetano,L.EIC021,3LEIC14
202066712,Manuel Santiago,L.EIC021,3LEIC08
202056512,Humberto,L.EIC021,3LEIC03
202040362,Raul,L.EIC021,3LEIC14
202067477,Manuel Arnaldo,L.EIC021,3LEIC05
202038832,Oceano,L.EIC021,3LEIC09
202063312,Jose Tiago,L.EIC021,3LEIC12
202041637,Manuel Eliseu,L.EIC021,3LEIC03
202069007,Ernesto,L.EIC021,3LEIC09
202055917,Manuel Lucio,L.EIC021,3LEIC08
202064417,Vladimiro,L.EIC021,3LEIC01
202027102,Amelia,L.EIC021,3LEIC12
202058127,Hernani,L.EIC021,3LEIC08
202077167,Jose Lucas,L.EIC021,3LEIC10
202073002,Franquelim,L.EIC021,3LEIC14
202021662,Luana,L.EIC021,3LEIC12
202061357,Tristao,L.EIC021,3LEIC12
202064757,Belmiro,L.EIC021,3LEIC09
202055237,Jose Nelmo,L.EIC021,3LEIC09
202064842,Manuel Alexandre,L.EIC021,3LEIC08
202029992,Antonia,L.EIC021,3LEIC08
202020897,Francisca,L.EIC021,3LEIC11
202035772,Mateus,L.EIC021,3LEIC14
202060932,Flavio,L.EIC021,3LEIC12
202063482,Joao Ricardo,L.EIC021,3LEIC12
202059997,Rodolfo,L.EIC021,3LEIC11
202059742,Otavio,L.EIC021,3LEIC11
202059062,Gusmao,L.EIC021,3LEIC09
202061867,Isaias,L.EIC021,3LEIC09
202068752,Manuel Gustavo,L.EIC021,3LEIC10
202076997,Alcino,L.EIC021,3LEIC06
202062122,Joao Pedro,L.EIC021,3LEIC09
202075807,Manuel Alcino,L.EIC021,3LEIC03
202076572,Manuel Tristao,L.EIC021,3LEIC05
202029057,Lurdes,L.EIC021,3LEIC08
202043592,Marcio,L.EIC021,3LEIC05
202063992,Jose Rafael,L.EIC021,3LEIC10
202072662,Benjamim,L.EIC021,3LEIC09
202028887,Simone,L.EIC021,3LEIC14
202057022,Timoteo,L.EIC021,3LEIC08
202073682,Jose Gabriel,L.EIC021,3LEIC05
202058977,Marcelo,L.EIC021,3LEIC11
202059572,Americo,L.EIC021,3LEIC11
202059317,Asdrubal,L.EIC021,3LEIC14
202059402,Saul,L.EIC021,3LEIC14
201960762,Gustavo Joao,L.EIC021,3LEIC08
202063397,Jose Augusto,L.EIC021,3LEIC06
202063737,Joao Fernando,L.EIC021,3LEIC14
202028377,Gloria,L.EIC021,3LEIC09
202074702,Raimundo,L.EIC021,3LEIC14
202041212,Sandro,L.EIC021,3LEIC11
202035347,Gustavo,L.EIC021,3LEIC08
202066797,Jose Santiago,L.EIC021,3LEIC11
202060592,Norberto,L.EIC021,3LEIC10
202055577,Galileu,L.EIC021,3LEIC11
202061527,Jose Edgar,L.EIC021,3LEIC03
202053452,Manuel Carlos,L.EIC021,3LEIC11
202064927,Jose Alexandre,L.EIC021,3LEIC06
202065012,Gervasio,L.EIC021,3LEIC10
202065097,Manuel Francisco,L.EIC021,3LEIC12
202074107,Manuel Alfredo,L.EIC021,3LEIC06
202063567,Justo,L.EIC021,3LEIC14
202055322,Manuel Eduardo,L.EIC021,3LEIC08
202054472,Jose Amadeu,L.EIC021,3LEIC11
202062547,Jose Pedro,L.EIC021,3LEIC11
202073852,Anacleto,L.EIC021,3LEIC09
202072067,Quaresma,L.EIC021,3LEIC04
202070537,Jose Frederico,L.EIC021,3LEIC06
202064247,Manuel Filipe,L.EIC021,3LEIC03
202070452,Manuel Frederico,L.EIC021,3LEIC08
202060677,Manuel Olavo,L.EIC021,3LEIC01
202071472,Jose Nicolau,L.EIC021,3LEIC06
202071302,Fernao,L.EIC021,3LEIC02
202059147,Serafim,L.EIC021,3LEIC01
202064502,Manuel Gabriel,L.EIC021,3LEIC10
202075297,Manuel Cesar,L.EIC021,3LEIC05
202076317,Manuel Anacleto,L.EIC021,3LEIC02
202076827,Manuel Jesus,L.EIC021,3LEIC01
202077507,Manuel Nelmo,L.EIC021,3LEIC02
202065352,Jose Gilberto,L.EIC021,3LEIC11
202055747,Manuel Diogo,L.EIC021,3LEIC14
202070792,Manuel Zacarias,L.EIC021,3LEIC06
202070707,Leonel,L.EIC021,3LEIC06
202071642,Manuel Bernardo,L.EIC021,3LEIC02
202043252,Bento,L.EIC021,3LEIC12
202065182,Jose Francisco,L.EIC021,3LEIC11
202065267,Manuel Gilberto,L.EIC021,3LEIC09
202069772,Manuel Placido,L.EIC021,3LEIC03
202071812,Gregorio,L.EIC021,3LEIC10
202071727,Jose Bernardo,L.EIC021,3LEIC02
202072322,Amandio,L.EIC021,3LEIC10
202044272,Jose Gil,L.EIC021,3LEIC11
202072577,Romulo,L.EIC021,3LEIC11
202073087,Manuel Isac,L.EIC021,3LEIC10
202067137,Manuel Simao,L.EIC021,3LEIC03
202067052,Armindo,L.EIC021,3LEIC10
202066882,Manuel Ricardo,L.EIC021,3LEIC08
202067562,Laureano,L.EIC021,3LEIC06
202031947,Erica,L.EIC021,3LEIC14
202056597,Jose Anselmo,L.EIC021,3LEIC05
202073427,Jose Telmo,L.EIC021,3LEIC12
202073597,Adriano,L.EIC021,3LEIC05
